Epoch,Day,Being ID,Other Being ID,encounter_type,X,Y,Z
11,14,1099,1135,LUV,"(42,)","(246,)",0.2628300595173343
11,14,1099,1099,INF,"(43,)","(246,)",0.26517357489452054
12,6,1177,1165,STL,"(424,)","(189,)",0.17862305365493097
12,11,1170,1170,INF,"(273,)","(177,)",0.536705992017762
14,3,1373,1425,WAR,"(11,)","(130,)",0.26635560793910107
14,4,1373,1425,ESC,"(13,)","(130,)",0.2674489695812033
15,1,1574,1574,INF,"(393,)","(177,)",0.2366941831539331
15,1,1571,1549,INF,"(85,)","(229,)",0.39279615020599135
15,4,1504,1485,STL,"(325,)","(218,)",0.4652792578164088
15,6,1504,1485,WIN,"(326,)","(217,)",0.46180882047378646
15,14,1473,1564,INF,"(276,)","(156,)",0.4908759558018431
16,8,1620,1646,LUV,"(340,)","(423,)",0.11061533933090381
16,8,1646,1620,LUV,"(341,)","(424,)",0.10464361924585865
16,9,1646,1620,LUV,"(340,)","(423,)",0.11061533933090381
16,11,1663,1605,LUV,"(143,)","(132,)",0.4453191988423561
16,12,1663,1605,LUV,"(144,)","(133,)",0.4488914004350109
18,4,1867,1883,LUV,"(269,)","(132,)",0.4518154717278278
18,4,1883,1867,LUV,"(270,)","(131,)",0.4479418781498612
18,6,1804,1873,STL,"(147,)","(436,)",0.41085731646536167
20,3,2073,2083,WAR,"(284,)","(270,)",0.5736170086180148
21,7,2179,2178,LUV,"(279,)","(90,)",0.3467961815199603
21,11,2120,2123,INF,"(199,)","(474,)",0.3659701830457995
21,12,2127,2133,WAR,"(429,)","(106,)",0.019576368628035135
21,12,2133,2127,INF,"(428,)","(106,)",0.021700289803076936
22,3,2206,2258,LUV,"(322,)","(313,)",0.4188045809011962
22,3,2258,2206,LUV,"(321,)","(313,)",0.4217933203600193
23,7,2368,2385,LUV,"(231,)","(478,)",0.2950202912939612
23,7,2385,2368,LUV,"(231,)","(478,)",0.2950202912939612
24,1,2515,2446,LUV,"(70,)","(499,)",0.2214628289453223
24,2,2446,2515,LUV,"(69,)","(499,)",0.21939952720439782
24,2,2515,2446,LUV,"(70,)","(499,)",0.2214628289453223
24,3,2446,2515,LUV,"(71,)","(499,)",0.2235187356070194
24,3,2477,2485,WAR,"(247,)","(328,)",0.5752634028518324
24,6,2453,2474,LUV,"(399,)","(476,)",-0.21907951331698577
24,13,2472,2470,WIN,"(196,)","(114,)",0.4580603686290501
26,4,2683,2694,STL,"(235,)","(288,)",0.6375995767809747
26,5,2694,2683,INF,"(236,)","(288,)",0.6368706560845167
27,1,2834,2772,INF,"(158,)","(322,)",0.5321630189303169
27,5,2820,2817,LUV,"(120,)","(72,)",0.2750359360923648
27,10,2790,2743,LUV,"(56,)","(130,)",0.30393833567395817
27,11,2743,2790,LUV,"(56,)","(129,)",0.3025756165528405
27,11,2790,2743,LUV,"(57,)","(129,)",0.30376920963710763
27,12,2743,2790,LUV,"(57,)","(128,)",0.30237449644615044
27,12,2790,2743,LUV,"(58,)","(128,)",0.30357505157848885
27,13,2743,2790,LUV,"(57,)","(128,)",0.30237449644615044
27,13,2790,2743,ESC,"(58,)","(128,)",0.30357505157848885
27,15,2793,2756,INF,"(100,)","(408,)",0.299701134904
28,1,2923,2882,WAR,"(422,)","(68,)",-0.022181134545725543
28,2,2882,2923,INF,"(422,)","(68,)",-0.022181134545725543
28,6,2857,2875,LUV,"(356,)","(229,)",0.3854568385046191
28,17,2891,2905,INF,"(261,)","(397,)",0.423812205720121
30,3,3116,3129,LUV,"(120,)","(77,)",0.28686054148398904
30,4,3129,3116,LUV,"(121,)","(78,)",0.29072415909393146
30,7,3068,3117,STL,"(270,)","(75,)",0.3343095099981883
30,7,3116,3129,LUV,"(122,)","(79,)",0.2945854672017876
30,9,3117,3117,INF,"(270,)","(74,)",0.332643814209267
30,9,3138,3067,LUV,"(117,)","(229,)",0.4844316031052989
30,10,3138,3067,LUV,"(116,)","(230,)",0.48133392580873735
30,11,3138,3067,LUV,"(115,)","(231,)",0.4781859806668626
30,12,3067,3138,LUV,"(114,)","(231,)",0.47531223070833173
30,12,3138,3067,LUV,"(114,)","(231,)",0.47531223070833173
30,13,3067,3138,LUV,"(114,)","(231,)",0.47531223070833173
30,16,3138,3067,LUV,"(114,)","(231,)",0.47531223070833173
30,17,3067,3138,LUV,"(114,)","(231,)",0.47531223070833173
30,17,3138,3067,WAR,"(113,)","(232,)",0.47209710341292677
30,18,3067,3067,INF,"(111,)","(230,)",0.4669968570553755
32,5,3291,3273,WAR,"(95,)","(85,)",0.2688294025545076
32,9,3281,3346,WAR,"(267,)","(462,)",0.24553609753467293
33,3,3393,3379,STL,"(479,)","(106,)",-0.045183734909875484
33,5,3379,3393,INF,"(478,)","(105,)",-0.04658847878749427
33,11,3409,3375,INF,"(318,)","(66,)",0.2309273611420685
34,4,3560,3561,LUV,"(13,)","(57,)",0.14023546593126252
34,4,3561,3560,LUV,"(13,)","(58,)",0.1425494182157072
34,5,3560,3561,LUV,"(12,)","(57,)",0.14012009551090995
35,9,3577,3588,INF,"(193,)","(357,)",0.5508453032179895
35,9,3654,3574,WAR,"(173,)","(332,)",0.5537828293499159
36,1,3730,3676,STL,"(132,)","(151,)",0.46254334148595494
36,4,3689,3776,ESC,"(326,)","(494,)",-0.08865836048771722
36,4,3776,3689,INF,"(326,)","(493,)",-0.08451380218637898
36,6,3759,3734,LUV,"(410,)","(246,)",0.2477708391579954
36,7,3759,3734,WAR,"(411,)","(246,)",0.24531530714283045
36,8,3734,3759,INF,"(410,)","(245,)",0.2479082056888184
37,1,3790,3882,WIN,"(63,)","(172,)",0.351094415222263
37,3,3811,3868,STL,"(331,)","(172,)",0.39120268220117044
37,3,3868,3811,INF,"(330,)","(171,)",0.392144192393014
37,3,3879,3812,LUV,"(411,)","(172,)",0.18387066472656807
37,4,3812,3879,LUV,"(411,)","(173,)",0.18550463559168
37,7,3814,3821,STL,"(289,)","(291,)",0.5429691451320459
37,11,3877,3801,LUV,"(427,)","(149,)",0.1056680505351029
37,12,3877,3801,WAR,"(428,)","(150,)",0.10539198818052971
38,1,3941,3887,LUV,"(317,)","(463,)",0.06463389834799474
38,2,3941,3887,STL,"(316,)","(461,)",0.07541464831396927
39,3,4041,4028,LUV,"(458,)","(319,)",0.06616117588629067
39,3,4057,3993,LUV,"(160,)","(108,)",0.41504495770610883
39,4,3993,4057,LUV,"(159,)","(109,)",0.41618617625519705
39,7,4041,4028,LUV,"(458,)","(318,)",0.06809410363396334
39,8,4041,4028,LUV,"(460,)","(317,)",0.0670416258616955
39,9,4028,4041,LUV,"(461,)","(317,)",0.06560005569929228
39,9,4041,4028,LUV,"(462,)","(318,)",0.062273269831423395
39,10,4028,4041,LUV,"(463,)","(318,)",0.06089020330615094
39,16,4059,4059,INF,"(285,)","(197,)",0.5437084884411729
40,3,4191,4125,LUV,"(222,)","(435,)",0.42954352649694444
40,5,4160,4187,LUV,"(213,)","(437,)",0.4369759050597002
40,6,4160,4187,LUV,"(215,)","(435,)",0.43862162233588503
40,7,4160,4187,LUV,"(214,)","(433,)",0.4435141416124445
40,8,4160,4187,LUV,"(212,)","(433,)",0.4455614500384609
40,10,4125,4191,LUV,"(219,)","(435,)",0.43369733902161633
40,10,4191,4125,LUV,"(219,)","(434,)",0.4356676506688264
40,11,4125,4191,LUV,"(218,)","(434,)",0.4369506853906976
42,2,4342,4327,LUV,"(221,)","(138,)",0.5143032923096118
42,3,4342,4327,STL,"(223,)","(139,)",0.5158383464754597
42,4,4327,4342,INF,"(224,)","(139,)",0.5154341882044512
43,1,4446,4419,WAR,"(243,)","(303,)",0.6148494465616922
43,5,4451,4478,WAR,"(367,)","(36,)",0.08830505227212393
44,11,4555,4555,INF,"(336,)","(477,)",-0.0536075252478426
46,1,4746,4796,STL,"(35,)","(447,)",0.10092848812536541
46,1,4789,4817,LUV,"(431,)","(83,)",-0.022181232871607455
46,1,4817,4789,LUV,"(431,)","(82,)",-0.023621677403093358
46,2,4750,4771,LUV,"(285,)","(96,)",0.3474517356973682
46,2,4771,4750,LUV,"(286,)","(95,)",0.34366352922634186
46,2,4817,4789,LUV,"(432,)","(82,)",-0.025670391569647705
46,3,4750,4771,LUV,"(286,)","(94,)",0.34176305349623215
46,3,4789,4817,LUV,"(433,)","(82,)",-0.027692603655625238
46,4,4817,4789,LUV,"(432,)","(82,)",-0.025670391569647705
46,5,4789,4817,LUV,"(432,)","(81,)",-0.027092487271189875
46,5,4817,4789,LUV,"(432,)","(81,)",-0.027092487271189875
46,6,4789,4817,LUV,"(433,)","(81,)",-0.02911491918317742
46,6,4817,4789,LUV,"(432,)","(82,)",-0.025670391569647705
46,7,4750,4771,LUV,"(284,)","(95,)",0.34738307941346136
46,7,4771,4750,LUV,"(283,)","(95,)",0.3492131334328898
46,7,4789,4817,LUV,"(432,)","(83,)",-0.024229753639874257
46,7,4817,4789,LUV,"(433,)","(84,)",-0.024792648498859184
46,8,4789,4817,LUV,"(433,)","(83,)",-0.02625176097011267
46,15,4789,4810,INF,"(427,)","(90,)",-0.003157353467260496
46,16,4789,4789,INF,"(429,)","(93,)",-0.0026439089311531827
47,12,4850,4866,WAR,"(125,)","(359,)",0.4026876091410129
48,1,4978,5028,STL,"(396,)","(368,)",0.08964684512176564
48,9,5007,4989,LUV,"(280,)","(459,)",0.21176598989465836
48,10,4989,5007,LUV,"(279,)","(460,)",0.2118267611719208
48,10,5007,4989,LUV,"(279,)","(460,)",0.2118267611719208
48,11,4989,5007,LUV,"(278,)","(461,)",0.21185670739650972
48,11,5007,4989,LUV,"(278,)","(461,)",0.21185670739650972
48,12,4989,5007,LUV,"(278,)","(462,)",0.2083970410818003
48,12,5007,4989,LUV,"(278,)","(462,)",0.2083970410818003
48,13,4989,5007,LUV,"(278,)","(463,)",0.204907252527353
48,13,5007,4989,LUV,"(278,)","(462,)",0.2083970410818003
48,14,5007,5007,INF,"(278,)","(463,)",0.204907252527353
49,3,5144,5103,INF,"(81,)","(488,)",0.24158711169820007
49,6,5083,5137,LUV,"(76,)","(219,)",0.3744515340446636
49,6,5137,5083,LUV,"(76,)","(218,)",0.3749962974189174
50,6,5194,5227,LUV,"(347,)","(284,)",0.38774852329092807
50,7,5194,5227,LUV,"(348,)","(283,)",0.38603066594574553
50,7,5236,5231,WAR,"(90,)","(29,)",0.12867151350174139
50,8,5194,5227,LUV,"(349,)","(282,)",0.38429692347018085
50,9,5194,5227,LUV,"(351,)","(280,)",0.380781574735423
50,9,5227,5194,LUV,"(351,)","(279,)",0.38183685382774835
50,10,5194,5227,LUV,"(352,)","(279,)",0.3789998509121735
50,10,5227,5194,LUV,"(352,)","(278,)",0.3800306985570299
50,11,5194,5227,LUV,"(353,)","(278,)",0.3772020065027287
50,11,5227,5194,LUV,"(353,)","(277,)",0.3782082078150579
51,10,5291,5316,INF,"(185,)","(165,)",0.5616082930393206
51,10,5259,5259,INF,"(341,)","(299,)",0.3850877442030884
52,6,5388,5396,LUV,"(121,)","(246,)",0.489625404170522
52,6,5396,5388,LUV,"(120,)","(247,)",0.48610490739286916
52,9,5388,5396,LUV,"(121,)","(244,)",0.49061567997726385
52,9,5396,5388,LUV,"(122,)","(243,)",0.4940328325494547
52,10,5388,5396,LUV,"(121,)","(244,)",0.49061567997726385
52,10,5388,5388,INF,"(122,)","(243,)",0.4940328325494547
53,4,5462,5491,STL,"(214,)","(236,)",0.6576170279770499
53,4,5498,5565,ESC,"(30,)","(176,)",0.30134369905330693
53,5,5473,5538,WAR,"(138,)","(155,)",0.47987220614610115
53,5,5564,5543,INF,"(134,)","(222,)",0.5309061805950859
53,7,5538,5473,INF,"(137,)","(154,)",0.4764541963880081
53,8,5533,5530,STL,"(262,)","(39,)",0.29526838988862253
53,12,5488,5522,INF,"(33,)","(458,)",0.10224883744783485
53,12,5560,5461,INF,"(341,)","(417,)",0.12313129213065165
54,4,5640,5570,LUV,"(103,)","(86,)",0.2826459536376795
54,5,5615,5628,LUV,"(54,)","(364,)",0.15611562461014727
54,5,5621,5631,LUV,"(134,)","(349,)",0.43887391681440924
54,5,5628,5615,LUV,"(53,)","(363,)",0.1533281561913622
54,6,5570,5640,LUV,"(100,)","(87,)",0.28057871137206203
54,6,5615,5628,LUV,"(52,)","(362,)",0.15057220501450874
54,6,5628,5615,LUV,"(51,)","(361,)",0.14784860902752162
54,7,5628,5615,LUV,"(49,)","(363,)",0.1406483578259754
54,8,5570,5640,LUV,"(100,)","(84,)",0.27364932216296484
54,9,5628,5615,LUV,"(48,)","(364,)",0.13710077092233564
54,10,5615,5628,LUV,"(47,)","(364,)",0.13399032385362308
56,1,5879,5843,INF,"(84,)","(314,)",0.2990340728899773
56,3,5842,5845,LUV,"(277,)","(262,)",0.5930630466153339
56,5,5838,5824,LUV,"(255,)","(290,)",0.6134662311381236
56,6,5824,5838,LUV,"(255,)","(290,)",0.6134662311381236
56,6,5875,5832,LUV,"(496,)","(212,)",0.1121900249105228
58,6,6010,6019,LUV,"(200,)","(391,)",0.5112750469567269
58,7,6010,6019,LUV,"(198,)","(390,)",0.5122068363071454
58,8,6010,6019,LUV,"(197,)","(391,)",0.5107489807748722
60,9,6238,6292,WAR,"(218,)","(164,)",0.5704492334038193
60,10,6292,6238,INF,"(219,)","(166,)",0.5741280814503233
61,3,6312,6333,STL,"(322,)","(402,)",0.22330178508592088
63,2,6558,6518,STL,"(88,)","(258,)",0.37726768994972426
63,2,6589,6519,LUV,"(401,)","(486,)",-0.25710002403461735
63,3,6518,6558,INF,"(89,)","(258,)",0.3804387665801126
63,5,6519,6589,LUV,"(404,)","(490,)",-0.27681599873332957
63,5,6528,6553,STL,"(47,)","(220,)",0.3050256341344165
63,5,6553,6528,INF,"(48,)","(219,)",0.3080811003709094
63,14,6591,6560,INF,"(287,)","(30,)",0.25662923304563917
64,1,6670,6708,LUV,"(291,)","(459,)",0.17286890406923236
64,2,6708,6670,LUV,"(292,)","(460,)",0.16580023331705024
65,11,6816,6768,INF,"(420,)","(223,)",0.21963903637613535
66,6,6842,6868,STL,"(226,)","(235,)",0.6563544880593499
66,6,6868,6842,INF,"(226,)","(236,)",0.6567282182111498
66,8,6901,6913,WAR,"(118,)","(397,)",0.3603530233597313
66,11,6913,6901,INF,"(118,)","(397,)",0.3603530233597313
67,1,6973,7013,STL,"(381,)","(4,)",0.04747237126652727
67,2,7013,7013,INF,"(379,)","(2,)",0.05243779950161487
67,2,7026,6947,LUV,"(448,)","(405,)",-0.1180157294720273
67,3,6947,7026,LUV,"(447,)","(405,)",-0.11634747984714922
67,3,7026,6947,LUV,"(446,)","(405,)",-0.11464911131578129
67,4,6947,7026,LUV,"(445,)","(404,)",-0.11044410172963197
67,5,6947,7026,LUV,"(446,)","(404,)",-0.1121741888931244
67,5,7015,6995,LUV,"(382,)","(390,)",0.07074924482742216
67,7,6943,7028,STL,"(311,)","(412,)",0.23700476452685476
67,7,6995,7015,LUV,"(382,)","(390,)",0.07074924482742216
67,7,7015,6995,LUV,"(383,)","(389,)",0.070633121003251
67,8,6995,7015,LUV,"(383,)","(389,)",0.070633121003251
67,8,7015,6995,LUV,"(384,)","(388,)",0.07052823715675159
67,9,6995,7015,LUV,"(384,)","(388,)",0.07052823715675159
68,11,7040,7040,INF,"(217,)","(220,)",0.6491633713706535
68,14,7133,7098,INF,"(336,)","(253,)",0.442127188109888
69,1,7198,7185,LUV,"(326,)","(290,)",0.4416519312942253
69,4,7226,7232,LUV,"(97,)","(172,)",0.41877577517045583
69,5,7232,7226,LUV,"(95,)","(174,)",0.41604536766958217
69,6,7232,7226,LUV,"(96,)","(174,)",0.4182007322975625
69,7,7177,7210,STL,"(135,)","(409,)",0.40283840061917686
69,7,7210,7177,INF,"(136,)","(408,)",0.4059345152896104
69,8,7226,7232,LUV,"(93,)","(174,)",0.4117501379775195
69,9,7226,7232,LUV,"(95,)","(173,)",0.4152901236917129
69,9,7232,7226,LUV,"(94,)","(172,)",0.4123855994489165
70,2,7293,7259,WAR,"(364,)","(33,)",0.09448501584362427
70,3,7259,7259,INF,"(366,)","(35,)",0.09034956695731998
70,3,7322,7318,LUV,"(286,)","(454,)",0.20749766434500205
70,7,7322,7318,LUV,"(287,)","(456,)",0.1973373338853608
70,9,7313,7339,LUV,"(48,)","(263,)",0.2531755620390206
71,3,7375,7445,STL,"(204,)","(312,)",0.6149261665944755
71,4,7355,7425,STL,"(258,)","(109,)",0.41745192648412743
74,6,7759,7667,WAR,"(149,)","(379,)",0.4564035618229545
74,11,7673,7711,LUV,"(286,)","(99,)",0.35139638408492946
74,12,7673,7711,LUV,"(285,)","(100,)",0.35525334593810143
75,1,7855,7875,WIN,"(142,)","(131,)",0.44173363991379083
75,8,7822,7776,STL,"(90,)","(22,)",0.11217798044490554
75,15,7784,7820,INF,"(155,)","(398,)",0.4555974380021548
77,1,8071,8016,LUV,"(387,)","(490,)",-0.2406725266850273
77,4,8085,8021,INF,"(272,)","(173,)",0.5313667497882573
78,8,8178,8098,LUV,"(413,)","(134,)",0.10908081202243497
78,9,8178,8098,LUV,"(412,)","(133,)",0.10955950014864366
78,10,8098,8178,LUV,"(411,)","(133,)",0.11199374173811334
78,10,8178,8098,LUV,"(411,)","(132,)",0.11004969480530032
78,11,8098,8178,LUV,"(411,)","(133,)",0.11199374173811334
78,11,8178,8098,LUV,"(411,)","(132,)",0.11004969480530032
78,12,8178,8178,INF,"(411,)","(133,)",0.11199374173811334
79,1,8246,8257,STL,"(496,)","(260,)",0.11023380251166406
79,4,8257,8257,INF,"(496,)","(263,)",0.10807041147693644
80,1,8317,8383,LUV,"(46,)","(5,)",0.023588097124755767
80,2,8376,8373,STL,"(477,)","(255,)",0.1242936256906193
80,10,8392,8328,LUV,"(267,)","(165,)",0.5249690193721094
80,11,8392,8328,LUV,"(268,)","(164,)",0.5213150227210531
80,12,8328,8392,LUV,"(269,)","(163,)",0.5176254962750432
80,12,8392,8328,ESC,"(268,)","(164,)",0.5213150227210531
81,12,8419,8481,ESC,"(395,)","(420,)",-0.03855162180289369
83,4,8628,8685,STL,"(112,)","(281,)",0.43318977335747805
83,4,8685,8628,INF,"(113,)","(280,)",0.4375449010330774
83,5,8647,8648,STL,"(14,)","(246,)",0.20469815924657775
83,6,8665,8614,STL,"(438,)","(466,)",-0.26762260971175056
83,8,8665,8614,WIN,"(440,)","(466,)",-0.2708741974982865
84,4,8747,8720,LUV,"(389,)","(171,)",0.23708752312739853
84,9,8799,8802,STL,"(71,)","(224,)",0.35834646007980253
84,12,8799,8802,WIN,"(70,)","(224,)",0.3557710598874009
85,1,8862,8910,STL,"(317,)","(406,)",0.23076123951261146
85,1,8910,8862,INF,"(317,)","(406,)",0.23076123951261146
85,5,8922,8830,INF,"(184,)","(106,)",0.43290830531735885
87,4,9073,9100,LUV,"(161,)","(375,)",0.486115788354463
87,4,9112,9057,LUV,"(136,)","(390,)",0.4159222496049778
87,5,9057,9112,LUV,"(136,)","(390,)",0.4159222496049778
87,6,9112,9057,LUV,"(135,)","(393,)",0.4115362387367978
88,9,9216,9159,STL,"(302,)","(318,)",0.46879911331763124
88,10,9159,9216,INF,"(303,)","(317,)",0.46768283384042125
91,7,9484,9458,WAR,"(374,)","(49,)",0.07845245006800809
91,8,9458,9484,INF,"(374,)","(49,)",0.07845245006800809
92,4,9630,9647,LUV,"(160,)","(254,)",0.5908843192502097
92,6,9647,9630,LUV,"(159,)","(252,)",0.5892549599210383
92,11,9633,9621,INF,"(128,)","(304,)",0.4632648500073816
93,4,9699,9751,LUV,"(221,)","(128,)",0.4914677911713707
94,1,9835,9820,LUV,"(292,)","(449,)",0.20244707634474152
94,2,9820,9835,LUV,"(293,)","(450,)",0.19571084446447257
94,3,9820,9835,LUV,"(291,)","(450,)",0.20280814841518044
96,1,9982,10049,LUV,"(311,)","(338,)",0.40414755073805236
96,1,10063,10067,STL,"(57,)","(372,)",0.163000915663723
96,1,10067,10063,INF,"(56,)","(373,)",0.15946997016306985
96,2,9982,10049,LUV,"(312,)","(337,)",0.4031664316629355
96,2,10006,10026,WAR,"(100,)","(298,)",0.37358813565824683
96,2,10049,9982,LUV,"(312,)","(337,)",0.4031664316629355
96,13,10018,10018,INF,"(238,)","(319,)",0.5992081619732451
97,6,10162,10165,WAR,"(270,)","(411,)",0.37185671150109273
97,7,10108,10135,LUV,"(7,)","(142,)",0.27303826939770737
97,7,10135,10108,LUV,"(7,)","(142,)",0.27303826939770737
97,7,10165,10165,INF,"(271,)","(412,)",0.3668766371298722
97,8,10108,10135,LUV,"(6,)","(141,)",0.2718445953085747
97,9,10113,10140,STL,"(254,)","(215,)",0.6194389589603423
97,10,10113,10140,WIN,"(252,)","(216,)",0.6229698635874403
98,2,10245,10274,LUV,"(68,)","(134,)",0.32510286203011984
98,2,10274,10245,LUV,"(69,)","(133,)",0.3251317427903853
98,4,10274,10245,LUV,"(68,)","(132,)",0.3223043988127638
98,5,10245,10274,LUV,"(68,)","(132,)",0.3223043988127638
98,5,10274,10245,LUV,"(68,)","(131,)",0.32087213353105093
98,6,10245,10274,LUV,"(67,)","(131,)",0.3194887612090524
98,6,10274,10245,LUV,"(67,)","(131,)",0.3194887612090524
98,7,10274,10245,LUV,"(69,)","(131,)",0.322269919779478
98,8,10245,10274,LUV,"(70,)","(130,)",0.32220890389044715
98,10,10255,10229,WAR,"(476,)","(387,)",-0.10860874391723874
98,10,10274,10245,LUV,"(68,)","(131,)",0.32087213353105093
98,11,10229,10255,INF,"(475,)","(388,)",-0.11018923040094279
99,8,10346,10352,LUV,"(199,)","(91,)",0.40585623286389716
99,8,10352,10346,LUV,"(200,)","(91,)",0.40618811142713723
99,11,10352,10346,LUV,"(198,)","(88,)",0.398739747716713
101,2,10565,10534,LUV,"(406,)","(227,)",0.2553579442674509
101,14,10587,10548,LUV,"(489,)","(112,)",-0.035820526255821536
101,15,10587,10548,STL,"(488,)","(111,)",-0.03767057462040739
101,16,10548,10587,INF,"(488,)","(112,)",-0.03586397914878833
102,8,10658,10664,STL,"(455,)","(427,)",-0.18420540154051201
102,9,10613,10693,STL,"(485,)","(474,)",-0.3233376401915945
103,1,10735,10797,LUV,"(370,)","(306,)",0.2915782914163761
103,3,10803,10810,LUV,"(491,)","(68,)",-0.10442653676421013
104,6,10822,10878,LUV,"(219,)","(9,)",0.27565419968705335
104,7,10822,10878,LUV,"(220,)","(10,)",0.27719806367857724
104,11,10849,10846,WAR,"(34,)","(453,)",0.10159559812400648
105,1,10947,10950,WAR,"(340,)","(117,)",0.2616402326954571
105,3,10950,10947,INF,"(339,)","(114,)",0.2584035915305027
105,9,11000,10926,LUV,"(354,)","(294,)",0.3548012786169139
106,15,11121,11110,INF,"(388,)","(471,)",-0.17689039646350252
107,11,11219,11170,INF,"(84,)","(156,)",0.3779313985318573
108,9,11308,11305,LUV,"(46,)","(129,)",0.29155547967418083
108,10,11305,11308,LUV,"(45,)","(130,)",0.2918053094919735
108,10,11308,11305,LUV,"(45,)","(130,)",0.2918053094919735
109,1,11360,11380,LUV,"(437,)","(129,)",0.04673493566526658
109,1,11386,11428,WAR,"(182,)","(416,)",0.4753179143125654
109,2,11360,11380,LUV,"(435,)","(130,)",0.05253437876449389
109,2,11380,11360,LUV,"(436,)","(129,)",0.0486529684878297
109,2,11428,11386,INF,"(183,)","(415,)",0.47707552897926725
109,3,11360,11380,LUV,"(435,)","(130,)",0.05253437876449389
109,3,11380,11360,LUV,"(435,)","(131,)",0.054470558942467176
110,8,11514,11477,WAR,"(191,)","(325,)",0.5886249164447543
110,9,11477,11514,INF,"(192,)","(324,)",0.5909053572075711
111,1,11581,11558,LUV,"(213,)","(392,)",0.507279912624998
111,1,11586,11623,LUV,"(344,)","(313,)",0.35306474049138625
111,2,11558,11581,LUV,"(213,)","(392,)",0.507279912624998
111,2,11581,11558,WAR,"(214,)","(392,)",0.5067435862010852
111,8,11638,11649,WAR,"(26,)","(265,)",0.1966114308230666
111,8,11649,11638,INF,"(25,)","(265,)",0.19439287870296507
111,14,11621,11621,INF,"(59,)","(280,)",0.2596055471067251
112,9,11675,11700,INF,"(99,)","(332,)",0.33457829480924645
115,11,12001,12026,STL,"(113,)","(338,)",0.3789593112573548
115,14,11981,12046,WIN,"(434,)","(403,)",-0.08707810969967454
116,4,12161,12101,STL,"(494,)","(449,)",-0.26111314521162676
116,5,12101,12161,INF,"(495,)","(449,)",-0.2607602170993103
116,8,12172,12127,LUV,"(181,)","(336,)",0.562577212760173
116,9,12172,12131,LUV,"(181,)","(335,)",0.5637456171933941
